#{"t_start": 1617611168.7877684, "env_id": null}
r,l,t
1.166667,8,716.72909
1.119048,6,716.869438
1.095238,5,716.981405
1.071429,4,717.109622
1.095238,5,717.217658
1.142857,7,717.379932
1.142857,7,717.655288
1.095238,5,717.769218
1.119048,6,717.912386
1.095238,5,718.063616
1.119048,6,718.209025
1.119048,6,718.357641
1.142857,7,718.588156
1.119048,6,718.742349
1.095238,5,718.856513
1.071429,4,718.939103
1.095238,5,719.089162
1.095238,5,719.195078
1.095238,5,719.300145
1.071429,4,719.3798
1.071429,4,719.508589
1.071429,4,719.593
1.071429,4,719.677501
1.119048,6,719.826814
1.095238,5,719.982586
1.095238,5,720.094783
1.119048,6,720.239177
1.071429,4,720.359978
1.142857,7,720.528014
1.119048,6,720.663897
1.095238,5,720.816538
1.119048,6,720.956776
1.119048,6,721.098719
1.071429,4,721.221353
1.119048,6,721.351642
1.071429,4,721.444262
1.095238,5,721.557041
1.095238,5,721.708149
1.095238,5,721.831006
1.119048,6,721.986022
1.095238,5,722.112885
1.095238,5,722.272487
1.095238,5,722.391691
1.095238,5,722.512702
1.095238,5,722.634265
1.095238,5,722.795012
1.071429,4,722.888276
1.119048,6,723.039421
1.142857,7,723.254958
1.119048,6,723.404061
1.095238,5,723.527615
1.095238,5,723.69007
1.071429,4,723.784467
1.095238,5,723.906104
1.095238,5,724.027561
1.071429,4,724.12007
1.095238,5,724.276427
1.142857,7,724.456096
1.071429,4,724.548182
1.071429,4,724.675722
1.095238,5,724.795282
1.071429,4,724.886399
1.119048,6,725.036551
1.119048,6,725.222823
1.095238,5,725.342931
1.119048,6,725.493623
1.095238,5,725.609563
1.095238,5,725.773195
1.119048,6,725.933418
1.071429,4,726.032405
1.071429,4,726.128786
1.119048,6,726.323631
1.119048,6,726.478801
1.142857,7,726.693197
1.119048,6,726.845539
1.119048,6,726.999114
1.095238,5,727.159694
1.119048,6,727.31029
1.119048,6,727.468799
1.119048,6,727.660351
1.166667,8,727.86866
1.095238,5,727.99063
1.071429,4,728.084081
1.071429,4,728.211507
1.142857,7,728.385799
1.071429,4,728.476752
1.071429,4,728.566504
1.119048,6,728.750942
1.119048,6,728.894125
1.095238,5,729.007406
1.095238,5,729.16522
1.095238,5,729.280386
1.166667,8,729.480403
1.071429,4,729.612105
1.142857,7,729.797864
1.095238,5,729.916013
1.071429,4,730.006234
1.071429,4,730.136711
1.071429,4,730.227351
1.095238,5,730.345926
1.095238,5,730.462588
1.119048,6,730.661461
1.095238,5,730.780955
1.119048,6,730.917689
1.071429,4,730.999426
1.142857,7,731.200747
1.095238,5,731.328481
1.119048,6,731.468727
1.071429,4,731.553197
1.071429,4,731.68065
1.142857,7,731.849867
1.095238,5,731.969138
1.071429,4,732.100682
1.119048,6,732.243561
1.071429,4,732.332963
1.071429,4,732.419927
1.190476,9,732.705064
1.095238,5,732.823082
1.095238,5,732.936417
1.119048,6,733.123106
1.119048,6,733.267096
1.119048,6,733.413133
1.142857,7,733.626873
1.071429,4,733.71335
1.142857,7,733.883722
1.071429,4,734.008049
1.071429,4,734.094393
1.071429,4,734.182243
1.095238,5,734.296732
1.071429,4,734.382754
1.095238,5,734.540136
1.166667,8,734.736754
1.095238,5,734.850761
1.119048,6,735.03189
1.119048,6,735.172301
1.190476,9,735.429231
1.119048,6,735.574763
1.142857,7,735.781694
1.071429,4,735.866661
1.071429,4,735.954272
1.071429,4,736.044525
1.071429,4,736.138342
1.071429,4,736.275307
1.119048,6,736.428796
1.142857,7,736.612746
1.095238,5,736.767096
1.071429,4,736.85822
1.071429,4,739.205094
1.142857,7,739.384387
1.119048,6,739.582241
1.071429,4,739.673986
1.119048,6,739.817326
1.142857,7,739.991806
1.119048,6,740.17525
1.071429,4,740.267443
1.071429,4,740.358202
1.095238,5,740.481114
-0.857143,7,740.714629
1.119048,6,740.859251
1.119048,6,741.004972
1.119048,6,741.183512
1.095238,5,741.291144
1.095238,5,741.406361
1.095238,5,741.559692
1.095238,5,741.677405
1.119048,6,741.822791
1.119048,6,742.004156
1.142857,7,742.173931
1.071429,4,742.259314
1.142857,7,742.47138
1.119048,6,742.613706
1.071429,4,742.706188
1.119048,6,742.857009
1.119048,6,743.044804
1.095238,5,743.167072
1.071429,4,743.259506
1.142857,7,743.476581
1.190476,9,743.712206
1.095238,5,743.832653
1.095238,5,743.989981
1.142857,7,744.168286
1.071429,4,744.260056
1.095238,5,744.376539
1.095238,5,744.539455
1.166667,8,744.74123
1.071429,4,744.830417
1.119048,6,745.023396
1.119048,6,745.163627
1.119048,6,745.296263
1.095238,5,745.450554
1.071429,4,745.531606
1.119048,6,745.664754
1.119048,6,745.796162
1.119048,6,745.967056
1.142857,7,746.125408
1.119048,6,746.259133
1.095238,5,746.407559
1.071429,4,746.491975
1.166667,8,746.675956
1.095238,5,746.824825
1.119048,6,746.966931
1.166667,8,747.17682
1.071429,4,747.310916
1.142857,7,747.501846
1.142857,7,747.732587
1.071429,4,747.825683
1.119048,6,747.975503
1.095238,5,748.090405
1.095238,5,748.244304
1.142857,7,748.415675
1.071429,4,748.507292
1.142857,7,748.719498
1.119048,6,748.860436
1.119048,6,749.006584
1.095238,5,749.160678
1.119048,6,749.30252
1.095238,5,749.418815
1.071429,4,749.534296
1.119048,6,749.739685
1.095238,5,749.872542
1.095238,5,749.989342
1.095238,5,750.104943
1.119048,6,750.297176
1.095238,5,750.406104
1.119048,6,750.545002
1.119048,6,750.720756
1.071429,4,750.809227
1.071429,4,750.90653
1.142857,7,751.117389
1.119048,6,751.26058
1.071429,4,751.34745
1.095238,5,751.469026
1.142857,7,751.700796
1.119048,6,751.843897
1.119048,6,752.033627
1.071429,4,752.121711
1.166667,8,752.316015
1.166667,8,752.553172
1.119048,6,752.708084
1.119048,6,752.862909
1.071429,4,752.95689
1.119048,6,753.149715
1.095238,5,753.275776
1.119048,6,753.430389
1.071429,4,753.529227
1.190476,9,753.808417
1.166667,8,754.017169
1.119048,6,754.205309
1.166667,8,754.41859
1.095238,5,754.546524
1.095238,5,754.699429
1.095238,5,754.806008
1.119048,6,754.934782
1.142857,7,755.09339
1.095238,5,755.24038
-0.857143,7,755.425409
1.095238,5,755.538558
1.071429,4,755.676604
1.071429,4,755.777048
1.071429,4,755.869239
1.119048,6,756.010035
1.142857,7,756.217512
1.119048,6,756.361732
1.095238,5,756.522926
1.119048,6,756.663796
1.095238,5,756.786656
1.071429,4,756.878645
1.095238,5,757.030319
1.095238,5,757.143797
1.166667,8,757.349635
1.071429,4,757.441681
1.071429,4,757.569426
1.119048,6,757.709687
1.071429,4,757.806685
1.142857,7,758.020925
1.119048,6,758.161639
1.119048,6,758.308796
1.095238,5,758.428872
1.142857,7,758.64816
1.095238,5,758.766154
1.142857,7,758.979057
1.119048,6,759.108774
1.119048,6,759.247199
1.095238,5,759.362206
1.071429,4,759.493426
1.071429,4,759.581042
1.119048,6,759.726874
-0.857143,7,759.963975
1.095238,5,760.082094
1.071429,4,760.175969
1.119048,6,760.324975
1.119048,6,760.510016
1.119048,6,760.652537
1.071429,4,760.742296
1.166667,8,760.985379
1.166667,8,761.192983
1.095238,5,761.314226
1.142857,7,761.532392
1.119048,6,761.674136
1.071429,4,761.769796
1.119048,6,761.956186
1.095238,5,762.076194
1.119048,6,762.229799
1.095238,5,762.390483
1.142857,7,762.575483
1.119048,6,762.731321
1.095238,5,762.85682
1.142857,7,763.080924
1.142857,7,763.266053
1.166667,8,763.516368
1.142857,7,763.693232
1.142857,7,763.904434
1.119048,6,764.044094
1.095238,5,764.156322
1.095238,5,764.270034
1.095238,5,764.425122
1.095238,5,764.543283
1.071429,4,764.629997
1.119048,6,764.766101
1.142857,7,764.984841
1.071429,4,765.079322
1.095238,5,765.203079
1.071429,4,765.300503
1.119048,6,765.488085
1.095238,5,765.6093
1.095238,5,765.740951
1.119048,6,765.967177
1.071429,4,766.067455
1.095238,5,766.201248
1.095238,5,766.338809
1.095238,5,766.500523
1.095238,5,766.61364
1.119048,6,766.756751
1.119048,6,766.898654
1.142857,7,767.109513
1.071429,4,767.196193
1.095238,5,767.30963
1.142857,7,767.525655
1.071429,4,767.613552
1.119048,6,767.755164
1.071429,4,767.841574
1.142857,7,768.061641
1.119048,6,768.21002
1.119048,6,768.394049
1.119048,6,768.542789
1.142857,7,768.714648
1.095238,5,768.87523
1.095238,5,768.995973
1.095238,5,769.110269
1.119048,6,769.25016
1.095238,5,769.40017
1.166667,8,769.594595
1.119048,6,769.736846
1.095238,5,769.883574
1.142857,7,770.043663
1.071429,4,770.127592
1.166667,8,770.358538
1.071429,4,770.444398
1.095238,5,770.552566
1.119048,6,770.687568
1.119048,6,770.862193
1.119048,6,770.995031
1.119048,6,771.132102
1.142857,7,771.337711
1.071429,4,771.42433
1.095238,5,771.548615
1.119048,6,771.677077
1.142857,7,771.87239
1.119048,6,771.997168
1.119048,6,772.168589
1.119048,6,772.296259
1.095238,5,772.397453
1.071429,4,772.487727
1.119048,6,772.658189
1.071429,4,772.739598
1.119048,6,772.874547
1.071429,4,772.959007
1.119048,6,773.139349
1.119048,6,773.27462
1.071429,4,773.35469
1.071429,4,773.435796
1.190476,9,773.676461
1.095238,5,773.780361
1.119048,6,773.908189
1.119048,6,774.075403
1.095238,5,774.178674
1.071429,4,774.259446
1.095238,5,774.362785
1.095238,5,774.515893
1.119048,6,774.649519
1.095238,5,774.753465
1.119048,6,774.920913
1.142857,7,775.075391
1.119048,6,775.242719
1.119048,6,775.372028
1.119048,6,775.504417
1.071429,4,775.585134
1.095238,5,775.73976
1.095238,5,775.852169
1.071429,4,775.937735
1.119048,6,776.116398
1.119048,6,776.257137
1.071429,4,776.344928
1.071429,4,776.435152
1.095238,5,776.548145
1.071429,4,776.672933
1.119048,6,776.809133
1.071429,4,776.89394
1.119048,6,777.031732
1.119048,6,777.205487
1.095238,5,777.318702
1.095238,5,777.445846
1.142857,7,777.680663
1.142857,7,777.863202
1.095238,5,777.987967
1.095238,5,778.150638
1.071429,4,778.246414
1.214286,10,778.523303
1.119048,6,778.717079
1.095238,5,778.833861
1.119048,6,778.97509
1.119048,6,779.156205
1.142857,7,779.31997
1.095238,5,779.431527
1.142857,7,779.650705
1.142857,7,779.813581
1.142857,7,779.980634
1.071429,4,780.114226
1.119048,6,780.274676
1.142857,7,780.457974
1.119048,6,780.652552
1.095238,5,780.761178
-0.880952,6,780.917257
1.095238,5,781.065055
1.142857,7,781.217236
1.119048,6,781.346961
1.095238,5,781.454745
1.095238,5,781.606331
1.119048,6,781.744486
1.095238,5,781.857386
1.071429,4,781.985412
1.071429,4,782.077656
1.119048,6,782.226831
1.119048,6,782.375865
1.119048,6,782.562587
1.119048,6,782.713347
1.119048,6,782.8633
1.119048,6,783.054462
1.119048,6,783.206998
1.071429,4,783.300901
1.095238,5,783.463677
1.095238,5,783.586407
1.095238,5,783.7087
1.119048,6,783.892678
1.071429,4,783.980272
1.095238,5,784.099048
1.142857,7,784.284139
1.071429,4,784.379957
1.095238,5,784.543919
1.119048,6,784.699672
1.119048,6,784.846394
1.071429,4,784.933184
1.119048,6,785.116334
1.095238,5,785.231707
1.119048,6,785.371643
1.071429,4,785.501544
1.071429,4,785.591576
1.095238,5,785.714155
1.071429,4,785.803006
1.119048,6,785.987107
1.119048,6,786.125487
1.071429,4,786.208942
1.119048,6,786.349582
1.166667,8,786.588401
1.119048,6,786.725656
1.095238,5,786.878541
1.095238,5,786.99216
1.119048,6,787.131454
1.142857,7,787.333625
1.071429,4,787.428153
1.119048,6,787.584596
1.119048,6,787.739656
1.166667,8,787.992409
1.071429,4,788.088395
1.095238,5,788.21136
1.142857,7,788.432031
1.071429,4,788.517681
1.119048,6,788.645765
1.095238,5,788.790062
1.142857,7,788.942029
1.142857,7,789.094795
1.119048,6,789.271753
1.095238,5,789.390115
1.119048,6,789.5454
1.095238,5,789.705748
1.119048,6,789.853054
1.119048,6,790.000511
1.142857,7,790.222918
1.119048,6,790.377975
1.095238,5,790.504725
1.166667,8,790.722701
1.142857,7,790.903978
1.095238,5,791.027764
1.142857,7,791.237991
1.071429,4,791.32786
1.095238,5,791.445129
1.095238,5,791.5479
1.119048,6,791.715114
1.095238,5,791.819641
1.095238,5,791.924791
1.095238,5,792.066433
1.142857,7,792.223675
1.095238,5,794.482933
1.119048,6,794.65922
1.142857,7,794.822235
1.166667,8,795.003106
1.119048,6,795.176831
1.119048,6,795.311069
1.119048,6,795.448336
1.142857,7,795.663571
1.095238,5,795.775156
1.071429,4,795.859266
1.095238,5,795.968955
1.166667,8,796.206388
1.071429,4,796.295737
1.095238,5,796.41487
1.119048,6,796.606279
1.142857,7,796.773002
1.119048,6,796.909037
1.142857,7,797.141223
1.095238,5,797.270631
1.119048,6,797.423843
1.119048,6,797.578056
1.142857,7,797.787415
1.119048,6,797.929402
1.071429,4,798.015306
1.119048,6,798.19995
1.095238,5,798.313108
1.142857,7,798.482108
1.166667,8,798.717459
1.119048,6,798.863648
1.166667,8,799.11805
1.166667,8,799.332199
1.071429,4,799.425873
1.095238,5,799.551995
1.119048,6,799.739951
1.166667,8,799.936345
1.119048,6,800.131254
1.119048,6,800.290154
1.142857,7,800.469576
1.071429,4,800.599948
1.119048,6,800.743211
1.119048,6,800.886984
1.095238,5,801.041942
1.142857,7,801.200612
1.166667,8,801.3857
1.071429,4,801.520587
1.166667,8,801.717507
1.142857,7,801.901496
1.071429,4,802.032851
1.095238,5,802.160577
1.119048,6,802.315893
1.142857,7,802.542333
1.142857,7,802.714254
-0.833333,8,802.984624
1.071429,4,803.08612
1.119048,6,803.233703
1.095238,5,803.355892
1.119048,6,803.509001
1.095238,5,803.661684
1.119048,6,803.800757
1.095238,5,803.908723
1.166667,8,804.139981
1.095238,5,804.25682
1.142857,7,804.417218
1.190476,9,804.670523
1.142857,7,804.826189
1.119048,6,804.958357
1.119048,6,805.140084
1.095238,5,805.263424
1.119048,6,805.414089
1.166667,8,805.697117
1.142857,7,805.890339
1.142857,7,806.110433
1.071429,4,806.198381
-0.880952,6,806.363857
1.142857,7,806.602367
1.119048,6,806.776611
-0.857143,7,806.96444
1.095238,5,807.118162
1.119048,6,807.269215
1.142857,7,807.428183
1.071429,4,807.517221
1.119048,6,807.713637
1.071429,4,807.807599
1.119048,6,807.960024
1.119048,6,808.16127
1.095238,5,808.288098
1.142857,7,808.470331
1.142857,7,808.687196
1.119048,6,808.840343
1.119048,6,808.998263
1.142857,7,809.211323
1.166667,8,809.430524
1.119048,6,809.610412
1.095238,5,809.725312
1.119048,6,809.869997
1.142857,7,810.087169
1.190476,9,810.331265
1.119048,6,810.496709
1.095238,5,810.659791
1.095238,5,810.77893
1.119048,6,810.927238
1.119048,6,811.076237
1.166667,8,811.326357
1.095238,5,811.443732
1.119048,6,811.581116
1.119048,6,811.756797
1.142857,7,811.917476
1.071429,4,812.010186
1.119048,6,812.201107
1.119048,6,812.355354
1.142857,7,812.580112
1.119048,6,812.711337
1.142857,7,812.868276
1.095238,5,813.016474
1.119048,6,813.157353
1.119048,6,813.306227
1.095238,5,813.44102
1.190476,9,813.740685
1.119048,6,813.896388
1.119048,6,814.091686
1.095238,5,814.221517
1.142857,7,814.409251
1.095238,5,814.542597
1.071429,4,814.674137
1.119048,6,814.821469
1.095238,5,814.943046
1.119048,6,815.094082
1.119048,6,815.289397
1.142857,7,815.465872
1.095238,5,815.58555
1.095238,5,815.745707
1.119048,6,815.89853
1.166667,8,816.105759
1.095238,5,816.263979
1.119048,6,816.414843
1.095238,5,816.538147
-0.904762,5,816.722712
1.071429,4,816.814667
1.119048,6,816.967266
1.071429,4,817.059069
1.142857,7,817.27483
1.119048,6,817.42815
1.119048,6,817.592893
1.071429,4,817.677416
1.142857,7,817.892569
1.119048,6,818.032917
1.119048,6,818.16795
1.095238,5,818.318141
1.095238,5,818.426734
1.119048,6,818.55992
1.095238,5,818.709129
1.095238,5,818.822555
1.119048,6,818.963057
1.166667,8,819.200716
1.071429,4,819.287473
1.119048,6,819.431344
1.095238,5,819.584144
1.071429,4,819.674806
1.095238,5,819.784681
1.142857,7,819.942604
1.119048,6,820.123909
1.095238,5,820.24485
1.119048,6,820.390596
1.095238,5,820.507262
1.071429,4,820.635911
1.142857,7,820.817493
1.119048,6,820.967002
1.119048,6,821.150308
1.071429,4,821.240091
1.166667,8,821.444694
1.119048,6,821.628959
1.119048,6,821.770536
1.142857,7,821.940176
1.119048,6,822.080714
1.095238,5,822.23674
1.095238,5,822.351734
1.119048,6,822.497278
1.119048,6,822.67651
1.119048,6,822.810644
1.095238,5,822.932939
1.142857,7,823.153075
1.119048,6,823.307257
1.119048,6,823.466064
1.119048,6,823.660866
-0.857143,7,823.874315
1.119048,6,824.030425
1.119048,6,824.219274
1.095238,5,824.342261
1.095238,5,824.455769
1.119048,6,824.639122
1.142857,7,824.809726
1.166667,8,825.019442
1.095238,5,825.176234
1.119048,6,825.318465
1.095238,5,825.440707
1.095238,5,825.600424
1.095238,5,825.720547
1.119048,6,825.868072
1.166667,8,826.105806
1.095238,5,826.220232
1.190476,9,826.447909
1.119048,6,826.63012
1.119048,6,826.774345
1.119048,6,826.914201
1.071429,4,826.999344
1.095238,5,827.159033
1.119048,6,827.322808
1.095238,5,827.441023
1.119048,6,827.638877
1.119048,6,827.788744
1.095238,5,827.905053
1.119048,6,828.082993
1.095238,5,828.192211
1.166667,8,828.390236
1.142857,7,828.608183
1.071429,4,828.694449
1.095238,5,828.809479
1.119048,6,828.952442
1.095238,5,829.126604
1.166667,8,829.327134
1.095238,5,829.44043
1.119048,6,829.623878
1.119048,6,829.772528
1.190476,9,830.042562
1.142857,7,830.235203
1.190476,9,830.582734
-0.904762,5,830.786116
1.166667,8,831.034456
1.071429,4,831.134099
1.071429,4,831.297125
1.119048,6,831.494951
1.095238,5,831.632909
1.119048,6,831.867519
1.119048,6,832.052055
1.095238,5,832.202853
1.119048,6,832.386323
1.142857,7,832.666201
1.142857,7,832.893195
1.142857,7,833.162662
1.142857,7,833.357737
1.142857,7,833.555946
1.166667,8,833.840962
1.119048,6,834.01044
1.095238,5,834.157688
1.119048,6,834.367365
1.142857,7,834.568335
1.119048,6,834.730912
-0.880952,6,834.965575
1.071429,4,835.088391
1.166667,8,835.31325
1.095238,5,835.501307
1.119048,6,835.655991
1.166667,8,835.863291
1.119048,6,836.053599
1.119048,6,836.207016
1.095238,5,836.334968
1.095238,5,836.512242
1.119048,6,836.680193
1.095238,5,836.815737
1.166667,8,837.091028
1.190476,9,837.335395
1.119048,6,837.54785
1.119048,6,837.698314
1.166667,8,837.907738
1.142857,7,838.126045
1.071429,4,838.217558
1.119048,6,838.367865
1.119048,6,838.513853
1.119048,6,838.693049
1.071429,4,838.785736
1.119048,6,838.939476
1.095238,5,839.109741
1.095238,5,839.239655
1.142857,7,839.415041
1.095238,5,839.531747
1.119048,6,839.712305
1.071429,4,839.79774
1.119048,6,839.939363
1.142857,7,840.149251
1.119048,6,840.291551
1.095238,5,840.406044
1.142857,7,840.621813
1.142857,7,840.790267
1.095238,5,840.902787
-0.880952,6,841.101197
1.071429,4,841.18666
1.095238,5,841.309524
1.071429,4,841.394832
1.071429,4,841.482091
1.119048,6,841.665545
1.142857,7,841.835068
-0.857143,7,842.027366
1.119048,6,842.210961
1.071429,4,842.297722
1.119048,6,842.442538
1.119048,6,842.631836
1.119048,6,842.790776
1.119048,6,842.942911
1.119048,6,843.127901
1.119048,6,843.269626
1.095238,5,843.38184
1.095238,5,843.538401
1.095238,5,843.651389
1.166667,8,843.844661
1.095238,5,843.997527
1.095238,5,844.106154
1.142857,7,844.269618
1.142857,7,844.484788
1.119048,6,844.626118
1.119048,6,844.760247
1.095238,5,844.866915
1.119048,6,845.046813
1.142857,7,845.216396
1.166667,8,845.451228
1.166667,8,845.640786
1.142857,7,845.85482
1.166667,8,846.057379
1.119048,6,846.205043
1.071429,4,846.293199
1.095238,5,846.453024
1.166667,8,846.665188
1.166667,8,846.859991
1.095238,5,847.008858
1.142857,7,847.171061
1.166667,8,847.399519
1.142857,7,847.577562
1.119048,6,847.709563
1.142857,7,847.907369
1.119048,6,848.047962
1.119048,6,848.183516
1.095238,5,848.334864
1.142857,7,848.493723
1.142857,7,848.649512
1.071429,4,848.774009
1.095238,5,848.881548
1.142857,7,849.040799
1.119048,6,849.214808
1.119048,6,849.346507
1.142857,7,849.518417
1.119048,6,849.66115
1.119048,6,849.846642
1.119048,6,852.313621
1.095238,5,852.448911
1.119048,6,852.624838
1.166667,8,852.830916
1.071429,4,852.923394
1.119048,6,853.094244
1.095238,5,853.201114
1.119048,6,853.350402
1.142857,7,853.568076
1.095238,5,853.682448
1.142857,7,853.859595
1.142857,7,854.061011
1.119048,6,854.193084
1.166667,8,854.382509
1.095238,5,854.542575
1.119048,6,854.677346
1.071429,4,854.758632
1.119048,6,854.899668
1.142857,7,855.099311
1.095238,5,855.208138
1.071429,4,855.290219
1.166667,8,855.541683
1.119048,6,855.682904
1.119048,6,855.864343
1.071429,4,855.951546
1.119048,6,856.094284
1.119048,6,856.237782
1.119048,6,856.418957
1.071429,4,856.511
1.142857,7,856.682014
1.119048,6,856.810405
1.142857,7,857.011414
1.142857,7,857.183321
1.142857,7,857.409575
1.119048,6,857.563246
1.119048,6,857.708346
1.119048,6,857.892423
1.119048,6,858.03667
1.119048,6,858.178019
1.095238,5,858.290623
1.119048,6,858.479231
1.071429,4,858.56938
1.119048,6,858.724038
1.119048,6,858.918572
1.095238,5,859.040755
1.166667,8,859.261031
1.119048,6,859.45446
-0.785714,10,859.732486
1.095238,5,859.886224
-0.809524,9,860.150905
1.095238,5,860.305232
1.071429,4,860.392473
1.071429,4,860.480156
1.071429,4,860.566499
1.071429,4,860.654524
1.119048,6,860.832585
1.142857,7,860.996355
1.095238,5,861.110294
1.095238,5,861.263853
1.119048,6,861.408642
1.119048,6,861.554497
1.071429,4,861.643029
1.119048,6,861.823814
1.119048,6,861.993219
1.095238,5,862.109976
1.119048,6,862.252565
1.119048,6,862.448662
1.190476,9,862.677946
1.095238,5,862.836997
1.119048,6,862.985362
1.142857,7,863.177634
1.142857,7,863.406732
1.119048,6,863.56387
1.095238,5,863.685447
1.166667,8,863.934419
1.119048,6,864.083572
1.142857,7,864.253711
1.071429,4,864.386092
1.095238,5,864.507366
1.166667,8,864.70683
1.119048,6,864.883765
1.119048,6,865.023721
1.095238,5,865.138549
1.119048,6,865.282507
1.095238,5,865.435791
1.142857,7,865.603943
1.095238,5,865.717248
1.142857,7,865.926279
1.119048,6,866.06696
1.119048,6,866.208982
1.142857,7,866.418266
-0.880952,6,866.585211
1.095238,5,866.703026
1.119048,6,866.890791
1.119048,6,867.032708
1.071429,4,867.114986
1.095238,5,867.225747
1.095238,5,867.379302
1.119048,6,867.533895
1.071429,4,867.626901
1.095238,5,867.745168
1.119048,6,867.927224
1.119048,6,868.069647
1.095238,5,868.187573
1.119048,6,868.37093
1.095238,5,868.48718
1.095238,5,868.60055
1.142857,7,868.766287
1.095238,5,868.928432
1.071429,4,869.024248
1.119048,6,869.178543
-0.857143,7,869.423807
1.119048,6,869.58196
1.142857,7,869.769529
1.095238,5,869.93377
1.095238,5,870.057842
1.142857,7,870.24932
1.095238,5,870.411875
1.190476,9,870.642562
1.119048,6,870.82653
1.119048,6,870.968858
1.095238,5,871.086171
1.166667,8,871.281142
1.119048,6,871.463
1.142857,7,871.6323
1.119048,6,871.774
1.142857,7,871.986424
1.095238,5,872.10418
1.095238,5,872.221581
1.142857,7,872.447516
1.119048,6,872.605499
1.119048,6,872.760683
1.142857,7,872.984208
1.119048,6,873.143632
1.119048,6,873.301739
1.071429,4,873.436851
1.142857,7,873.620979
1.142857,7,873.807732
1.095238,5,873.970702
1.119048,6,874.124893
1.142857,7,874.30874
1.119048,6,874.50122
1.166667,8,874.705386
1.142857,7,874.88454
1.095238,5,875.043412
1.142857,7,875.223129
1.166667,8,875.470367
1.119048,6,875.619667
1.119048,6,875.768172
1.119048,6,875.957652
1.119048,6,876.104881
1.119048,6,876.25336
1.095238,5,876.374129
1.142857,7,876.586848
1.095238,5,876.693657
1.119048,6,876.825724
1.142857,7,877.028654
1.142857,7,877.206753
1.166667,8,877.460891
1.095238,5,877.586501
1.166667,8,877.784844
1.119048,6,877.958306
1.166667,8,878.141383
1.095238,5,878.25224
1.214286,10,878.529541
1.142857,7,878.692463
1.095238,5,878.801394
1.142857,7,879.010704
1.166667,8,879.203185
1.166667,8,879.446984
1.142857,7,879.626025
1.142857,7,879.792952
1.095238,5,879.942265
1.119048,6,880.077952
1.095238,5,880.194474
1.119048,6,880.376309
1.119048,6,880.521513
1.071429,4,880.606406
1.119048,6,880.745325
1.119048,6,880.925825
1.071429,4,881.012161
1.119048,6,881.15133
1.071429,4,881.23573
1.119048,6,881.429365
1.095238,5,881.550131
1.142857,7,881.73054
1.119048,6,881.879223
1.095238,5,882.030752
1.119048,6,882.171649
1.119048,6,882.313913
1.119048,6,882.493387
1.095238,5,882.60625
1.119048,6,882.741044
1.119048,6,882.918076
1.142857,7,883.08578
1.190476,9,883.368173
1.142857,7,883.541339
1.095238,5,883.655467
1.071429,4,883.743504
1.071429,4,883.840942
1.119048,6,884.027868
-0.880952,6,884.19079
1.119048,6,884.332386
1.095238,5,884.490544
1.071429,4,884.577218
1.071429,4,884.661938
1.071429,4,884.746438
1.119048,6,884.926792
1.142857,7,885.094865
1.119048,6,885.233883
1.119048,6,885.409999
1.142857,7,885.574698
1.142857,7,885.797503
1.142857,7,885.966729
1.095238,5,886.081555
1.095238,5,886.200049
1.119048,6,886.386782
1.071429,4,886.474972
1.119048,6,886.613262
1.142857,7,886.795772
1.142857,7,887.031924
1.095238,5,887.154643
1.119048,6,887.307659
1.095238,5,887.481533
1.166667,8,887.664153
1.119048,6,887.834656
1.119048,6,887.965137
1.095238,5,888.069554
1.095238,5,888.181558
1.095238,5,888.343563
1.119048,6,888.489887
1.142857,7,888.662471
1.119048,6,888.847852
1.119048,6,888.995044
1.119048,6,889.143764
1.071429,4,889.236707
1.071429,4,889.368495
1.095238,5,889.49943
1.119048,6,889.654661
1.119048,6,889.852853
1.142857,7,890.037225
1.119048,6,890.192923
1.142857,7,890.415562
1.119048,6,890.570686
1.119048,6,890.724795
1.119048,6,890.878548
1.142857,7,891.103025
1.071429,4,891.199004
1.071429,4,891.295195
1.119048,6,891.491308
1.095238,5,891.617229
1.119048,6,891.769677
1.119048,6,891.925705
1.119048,6,892.111964
1.166667,8,892.309943
1.119048,6,892.458438
1.142857,7,892.667774
1.119048,6,892.809978
1.142857,7,892.981054
1.119048,6,893.159845
1.095238,5,893.267171
1.119048,6,893.399519
1.142857,7,893.594687
1.119048,6,893.731565
1.119048,6,893.881243
1.119048,6,894.095284
1.142857,7,894.251901
1.142857,7,894.406301
1.119048,6,894.606643
1.142857,7,894.779021
1.119048,6,894.926734
1.142857,7,895.140859
1.095238,5,895.25814
1.095238,5,895.378554
1.095238,5,895.537644
1.119048,6,895.681963
1.166667,8,895.877686
1.142857,7,896.086353
1.071429,4,896.174555
1.119048,6,896.317804
1.142857,7,896.490135
1.095238,5,896.647041
1.119048,6,896.799544
1.071429,4,896.898844
1.119048,6,897.108964
1.166667,8,897.334235
1.119048,6,897.525817
1.142857,7,897.761883
1.142857,7,897.950548
1.119048,6,898.115603
1.119048,6,898.295544
1.071429,4,898.380463
1.095238,5,898.495027
1.142857,7,898.705708
1.095238,5,898.830204
1.142857,7,899.010448
1.119048,6,899.191149
1.119048,6,899.318249
1.119048,6,899.450161
1.095238,5,899.599285
1.095238,5,899.701705
1.142857,7,899.857266
1.095238,5,899.961612
1.119048,6,900.133421
1.119048,6,900.268003
1.095238,5,900.372996
1.142857,7,900.568684
1.095238,5,900.674388
1.095238,5,900.779942
